sizes,probs,cells
54.4,0.66,4200
39.4,0.41,1300
58.6,0.46,1800
80.6,0.83,3600
86,0.65,4400
45.8,0.12,3800
10,0.84,2750
28.4,0.95,2950
71.8,0.13,4650
89.6,0.8,2700
40,0.23,3650
95.2,0.06,2900
96.6,0.05,1450
10.4,0.68,2300
70.8,0.63,650
77.4,0.14,450
94.6,0.33,300
35.4,0.96,3600
96.4,0.15,4300
76.2,0.44,2250
0.8,0.42,1300
99.4,0.06,2400
54,0.84,3450
54.2,0.86,4450
96.6,0.21,350
61.4,0.18,4450
40.2,0.24,4300
43.8,0.89,2450
23.8,0.29,3350
40.6,0.45,2100
38.6,0.97,4850
75.4,0.38,4800
76.6,0.01,300
87.4,0.5,1500
79.6,0.22,3350
35.2,0.07,550
29.8,0.16,500
43,0.32,1800
25.2,0.54,4550
4.4,0.53,4200
41,0.87,200
2.4,0.55,3450
81.8,0.91,650
41.6,0.4,4800
9.2,0.39,3750
100,0.01,250
34.4,0.49,2350
11.6,0.91,4150
77,0.27,3150
72.6,0.32,5000
36,0.74,4450
37.6,0.97,2000
59.2,0.83,700
4,0.13,1600
37.4,0.97,300
4.4,0.73,1600
70.8,0.77,3350
7.4,0.11,4300
69.4,0.81,2600
92.6,0.67,4050
36.4,0.31,3500
91.8,0.82,300
51.2,0.9,4250
69.8,0.36,2850
42,0.7,2850
32.4,0.38,3450
29.6,0.89,200
5,0.55,3650
71.6,0.15,4450
66,0.03,4100
28.6,0.27,1450
0.8,0.56,2150
57,0.85,3850
12.2,0.42,3250
7.4,0.07,4900
49.2,0.26,4700
48.4,0.17,3550
22,0.4,1750
64,0.09,400
27.2,0.7,2150
68.4,0.01,850
89.4,0.84,3050
73.8,0.09,2500
71.2,0.23,3400
1.6,0.86,2550
24,0.23,1150
17,0.06,450
1.2,0.79,4150
15.6,0.32,1000
23.8,0.21,600
87.8,0.57,400
59.8,0.29,4500
46.2,0.09,3700
63.4,0.03,3350
96.8,0.11,4800
46.8,0.99,1700
46,0.62,2000
12.8,0.98,850
42.6,0.88,2250
21.6,0.05,2950
4.4,0.91,4200
38,0.65,1300
79.4,0.71,1800
70.6,0.39,3600
97.6,0.09,4400
91.4,0.03,3800
67,0.26,2750
83,0.69,2950
6.2,0.68,4650
68.6,0.68,2700
65,0.91,3650
10.4,0.95,2900
67,0.9,1450
64.4,0.61,2300
71.2,0.91,650
71.2,0.1,450
96,0.8,300
6.2,0.16,3600
77,0.03,4300
14.2,0.7,2250
95.4,0.83,1300
16.8,0.73,2400
19.4,0.22,3450
54.6,0.79,4450
21.2,0.45,350
3,0.2,4450
12.2,0.72,4300
55.4,0.22,2450
62.8,0.17,3350
76.6,0.36,2100
73.8,0.69,4850
85.8,0.8,4800
68.6,0.09,300
98.8,0.01,1500
1.8,0.09,3350
43,0.24,550
88,0.61,500
98.2,0.31,1800
57,0.29,4550
7,0.22,4200
18,0.89,200
36,0.27,3450
73,0.24,650
88.6,0.55,4800
68.4,0.3,3750
49.2,0.77,250
11.8,0.88,2350
17,0.31,4150
24.8,0.34,3150
49.2,0.49,5000
62,0.06,4450
31.8,0.39,2000
96.8,0.98,700
72.6,0.13,1600
88.4,0.99,300
22.2,0.39,1600
37,0.69,3350
84.2,0.59,4300
78.6,0.94,2600
62,0.29,4050
91.6,0.9,3500
74.2,0.5,300
57.2,0.01,4250
39.8,0.78,2850
7.2,0.13,2850
59.6,0.36,3450
28.6,0.72,200
98.6,0.62,3650
87,0.93,4450
27.8,0.21,4100
50.6,0.09,1450
75.4,0.41,2150
9,0.91,3850
35,0.84,3250
46.4,0.16,4900
36.2,0.83,4700
67.2,0.65,3550
17.6,0.49,1750
69,0.45,400
90.2,0.18,2150
17.6,0.46,850
31.6,0.8,3050
66.8,0.37,2500
64.8,0.12,3400
21.2,0.15,2550
19.6,0.97,1150
81.8,0.63,450
61.8,0.55,4150
33.4,0.17,1000
31,0.18,600
88,0.31,400
94.2,0.69,4500
84.2,0.96,3700
96.6,0.12,3350
88,0.14,4800
84,0.83,1700
94.4,0.9,2000
49.2,0.34,850
54.8,0.96,2250
14.6,0.07,2950
7.6,0.86,4200
18.4,0.81,1300
84.8,0.3,1800
79.8,0.69,3600
1,0.6,4400
45.8,0.29,3800
44.8,0.66,2750
35.2,0.23,2950
3.8,0.77,4650
20.4,0.36,2700
44.8,0.68,3650
87.8,0.26,2900
24.2,0.31,1450
71.8,0.88,2300
62.8,0.19,650
27.6,0.09,450
61.8,0.13,300
56.6,0.43,3600
73.4,0.01,4300
10.8,0.65,2250
15,0.18,1300
76.8,0.7,2400
48.4,0.35,3450
28.2,0.21,4450
11.6,0.08,350
15.8,0.34,4450
21.4,0.58,4300
57.4,0.62,2450
3.8,0.38,3350
0.6,0.7,2100
62.2,0.19,4850
15.8,0.63,4800
56,0.72,300
17.2,0.12,1500
12.6,0.04,3350
29.6,0.19,550
2.4,0.77,500
80.4,0.67,1800
50.4,0.06,4550
25.8,0.83,4200
86.8,0.18,200
59.8,0.66,3450
74,0.8,650
63.4,0.59,4800
57.6,0.15,3750
82,0.05,250
6.8,0.43,2350
27.4,0.48,4150
20,0.23,3150
40.2,0.16,5000
72,0.62,4450
33.8,0.92,2000
46.8,0.51,700
84.8,0.56,1600
51.2,0.55,300
63.4,0.63,1600
98,0.9,3350
66,0.95,4300
3.8,0.82,2600
24.6,0.77,4050
81.2,0.74,3500
12.2,0.72,300
26.8,0.13,4250
49.8,0.17,2850
55,0.43,2850
76.4,0.38,3450
43.8,0.03,200
90.2,0.29,3650
74.2,0.8,4450
93.6,0.44,4100
72,0.88,1450
55.6,0.99,2150
28.8,0.09,3850
47.2,0.85,3250
54,0.61,4900
63.6,0.41,4700
8.2,0.64,3550
15.8,0.88,1750
27.4,0.25,400
68.4,0.61,2150
37.2,0.59,850
1.8,0.67,3050
19.4,0.36,2500
42.6,0.38,3400
90.4,0.62,2550
66,0.32,1150
66.4,0.58,450
35,0.13,4150
27.2,0.98,1000
63.8,0.8,600
83.6,0.48,400
90.6,0.11,4500
70.8,0.91,3700
14.6,0.51,3350
88.6,0.48,4800
46,0.01,1700
84,0.53,2000
63.6,0.14,850
81.8,0.01,2250
46.8,0.75,2950
45,0.63,4200
11.8,0.77,1300
71,0.15,1800
59,0.51,3600
23.4,0.81,4400
91.6,0.97,3800
60.2,0.62,2750
10.6,0.88,2950
51.6,0.26,4650
5,0.85,2700
90.6,0.61,3650
26,0.54,2900
20.8,0.74,1450
14.2,0.43,2300
3.2,0.34,650
82.2,0.11,450
95.6,0.72,300
15.4,0.61,3600
8.8,0.3,4300
92.4,0.42,2250
28.6,0.91,1300
0.6,0.83,2400
53.4,0.4,3450
22.8,0.1,4450
53.4,0.3,350
64.4,0.3,4450
80.2,0.74,4300
65.8,0.38,2450
51,0.37,3350
42.8,0.65,2100
70.8,0.76,4850
13.4,0.5,4800
44,0.08,300
91.4,0.96,1500
53.6,0.45,3350
13.8,0.85,550
78.2,0.85,500
15.4,0.09,1800
78,0.65,4550
63.2,0.11,4200
24.8,0.58,200
40.4,0.01,3450
90.4,0.98,650
79.6,0.35,4800
73.6,0.31,3750
49.8,0.41,250
73.4,0.19,2350
41.6,0.78,4150
97.4,0.3,3150
35,0.18,5000
71,0.25,4450
57.6,0.07,2000
5.8,0.11,700
8,0.8,1600
48.2,0.49,300
9.4,0.62,1600
41.2,0.14,3350
85.6,0.21,4300
80.2,0.65,2600
64,0.01,4050
61.8,0.92,3500
14.4,0.64,300
48.8,0.57,4250
66.6,0.9,2850
39.6,0.18,2850
97.8,0.57,3450
4,0.99,200
76.2,0.2,3650
12,0.94,4450
72,0.95,4100
3.8,0.69,1450
72,0.13,2150
31,0.95,3850
84.8,0.66,3250
27.2,0.89,4900
1,0.29,4700
32.8,0.08,3550
82,0.39,1750
33.8,0.14,400
9.2,0.11,2150
43.2,0.92,850
57.8,0.03,3050
69,0.01,2500
0.2,0.74,3400
44.8,0.01,2550
85,0.28,1150
80.2,0.84,450
83.2,0.62,4150
1.6,0.05,1000
80.8,0.1,600
37.8,0.45,400
42,0.42,4500
13.6,0.7,3700
58,0.51,3350
68.8,0.41,4800
69.4,0.11,1700
66.2,0.7,2000
54.6,0.14,850
67.8,0.26,2250
12,0.75,2950
46,0.54,4200
15,0.73,1300
20.6,0.89,1800
47.2,0.12,3600
23.4,0.33,4400
91.2,0.11,3800
53.4,0.72,2750
89.8,0.28,2950
11.8,0.48,4650
100,0.88,2700
72.8,0.23,3650
26.2,0.05,2900
87,0.46,1450
6.2,0.36,2300
40.4,0.38,650
88.6,0.25,450
41,0.27,300
35.8,0.16,3600
15.2,0.1,4300
22.2,0.19,2250
22.8,0.82,1300
37,0.86,2400
89.4,0.11,3450
19.8,0.71,4450
69,0.52,350
12.6,0.74,4450
60.8,0.32,4300
50.8,0.76,2450
21.4,0.99,3350
5.6,0.74,2100
59.6,0.31,4850
50.6,0.85,4800
23.4,0.45,300
9.2,0.14,1500
23.8,0.07,3350
44.8,0.42,550
23,0.15,500
99.6,0.14,1800
66.2,0.86,4550
96.6,0.84,4200
19.8,0.8,200
56,0.7,3450
1.8,0.58,650
73.2,0.13,4800
38.8,0.84,3750
48.2,0.71,250
82.8,0.38,2350
20.2,0.84,4150
48,0.86,3150
0.4,0.06,5000
8,0.75,4450
59.8,0.97,2000
48.2,0.59,700
33.8,0.38,1600
23.2,0.61,300
1.6,0.3,1600
24.6,0.55,3350
2,0.31,4300
3.4,0.09,2600
37.6,0.97,4050
18.6,0.51,3500
34.4,0.95,300
49.4,0.98,4250
87.2,0.07,2850
71.8,0.34,2850
67.4,0.98,3450
99,0.96,200
45.8,0.8,3650
73.4,0.13,4450
88.4,0.99,4100
3.4,0.88,1450
74.6,0.98,2150
66.2,0.35,3850
60,0.18,3250
3,0.76,4900
20.8,0.79,4700
81,0.91,3550
37.8,0.33,1750
3,0.16,400
8.8,0.74,2150
71.4,0.34,850
80.2,0.97,3050
82,0.76,2500
12.2,0.02,3400
19.8,0.31,2550
22.6,0.17,1150
36,0.59,450
36.6,0.34,4150
59.2,0.35,1000
85.4,0.73,600
62.8,0.13,400
77.6,0.66,4500
3.6,0.4,3700
75.6,0.23,3350
35.4,0.18,4800
88.4,0.39,1700
94.4,0.17,2000
95.4,0.09,850
86.8,0.15,2250
82.8,0.18,2950
90.4,0.97,4200
43.4,0.31,1300
58.6,0.3,1800
90.8,0.91,3600
46,0.9,4400
81.8,0.61,3800
60.6,0.84,2750
23.2,0.11,2950
71.6,0.87,4650
46.2,0.7,2700
46.8,0.53,3650
24.4,0.74,2900
53.4,0.19,1450
24,0.38,2300
46.4,0.12,650
33.6,0.5,450
18,0.96,300
73.6,0.3,3600
53,0.48,4300
53.8,0.12,2250
60,0.19,1300
28.8,0.99,2400
73.8,0.51,3450
7.4,0.68,4450
65.2,0.93,350
32.6,0.58,4450
99.2,0.57,4300
13,0.75,2450
42.6,0.52,3350
40.4,0.91,2100
18.8,0.23,4850
61.6,0.96,4800
19.4,0.13,300
57.6,0.62,1500
54.2,0.85,3350
90.8,0.99,550
16.2,0.46,500
36,0.89,1800
86.2,0.99,4550
79.2,0.1,4200
0.2,0.87,200
85.8,0.18,3450
85.4,0.36,650
61.8,0.81,4800
96,0.27,3750
11.2,0.87,250
4.6,0.35,2350
89.8,0.53,4150
15,0.48,3150
86.4,0.55,5000
40.6,0.3,4450
25.4,0.04,2000
95,0.94,700
29,0.37,1600
22,0.96,300
77.4,0.13,1600
31.8,0.36,3350
52.6,0.31,4300
8,0.23,2600
35,0.81,4050
66,0.42,3500
43.2,0.21,300
47.6,0.59,4250
65.6,0.03,2850
42,0.92,2850
20.4,0.68,3450
40.8,0.28,200
67.8,0.9,3650
28.6,0.18,4450
20.8,0.5,4100
51.4,0.96,1450
37.4,0.88,2150
2.6,0.66,3850
7.6,0.81,3250
44.2,0.37,4900
